customer_id,name,age,country,is_active
440,   Name1   ,29,USA,inactive
316,,44,UsA,1
208,   Name32   ,unknown,,active
424,   Name30   ,69,USA,active
171,,,uk,active
275,Irqbs,,,
363,Qmsha,,CANADA,
474,   Name86   ,,uk,0
317,   Name18   ,,India,
430,   Name44   ,,CANADA,inactive
343,Zsyzw,unknown,UsA,inactive
328,Qsxlb,54,India,
269,,,,0
245,,,UsA,1
306,Kzzer,57,CANADA,0
289,Ezlrn,unknown,India,
382,   Name63   ,,UsA,active
311,Gkvqe,,India,inactive
161,,unknown,USA,active
345,,,UsA,active
184,,,India,0
383,,unknown,CANADA,1
436,Pwggb,,India,
258,   Name85   ,,uk,1
336,Bmkka,27,,1
434,,25,India,1
114,   Name90   ,18,CANADA,inactive
223,,,India,
248,   Name48   ,65,UsA,0
240,Ivpod,,CANADA,active
315,Guzqm,18,India,
426,,,uk,active
210,   Name3   ,38,,active
212,,33,USA,0
194,,33,India,active
464,   Name38   ,unknown,,0
246,   Name71   ,,India,inactive
293,Fsugx,unknown,India,0
281,   Name12   ,,UsA,active
432,   Name88   ,66,India,inactive
489,Tcgdf,unknown,USA,active
443,,unknown,India,active
311,   Name99   ,,UsA,1
370,   Name6   ,unknown,,0
245,,36,India,inactive
494,,,India,inactive
133,Oeonh,unknown,UsA,
271,Nqwcj,,USA,
251,   Name35   ,,India,1
483,   Name21   ,unknown,CANADA,
310,   Name39   ,19,USA,0
476,,,uk,
202,Rncum,unknown,uk,0
270,   Name3   ,unknown,uk,0
161,,unknown,CANADA,active
338,Psykb,31,UsA,1
260,,32,India,0
353,,unknown,USA,inactive
204,Kucfe,,CANADA,active
260,   Name84   ,65,UsA,inactive
487,   Name2   ,,CANADA,1
134,,,India,inactive
363,   Name84   ,unknown,CANADA,inactive
287,,66,UsA,active
155,,,UsA,active
473,Xcyzm,30,,
355,   Name80   ,,,active
302,Gbxqt,unknown,UsA,inactive
391,   Name44   ,,USA,active
445,,unknown,USA,0
297,Krjya,29,,
283,,,CANADA,inactive
460,,unknown,India,
389,   Name72   ,,India,
284,,32,USA,active
396,Bvwfb,68,CANADA,0
309,   Name99   ,,UsA,
267,   Name62   ,unknown,UsA,0
310,,21,USA,inactive
106,Jnofz,unknown,India,
121,,unknown,UsA,0
427,,unknown,USA,
493,,,UsA,active
217,   Name40   ,,,
461,   Name56   ,unknown,,active
212,Sjogf,36,UsA,0
329,   Name16   ,,UsA,1
480,Kdpuc,,USA,active
261,   Name46   ,,India,active
178,   Name30   ,,,
193,   Name56   ,unknown,India,0
391,   Name25   ,unknown,UsA,active
302,Jlssm,51,USA,0
477,   Name81   ,28,USA,
239,,unknown,India,inactive
364,,unknown,CANADA,active
231,   Name57   ,unknown,UsA,
426,   Name90   ,22,CANADA,
171,,unknown,,0
145,   Name35   ,unknown,UsA,inactive
104,,unknown,USA,inactive
388,,,UsA,inactive
181,,unknown,CANADA,1
194,   Name86   ,19,USA,1
165,Cabeu,unknown,CANADA,1
266,,51,uk,active
147,   Name38   ,,,active
474,Upqek,59,,inactive
235,,unknown,CANADA,active
273,   Name6   ,,UsA,active
280,,unknown,uk,active
345,   Name14   ,unknown,uk,active
400,   Name31   ,,India,1
424,   Name13   ,,UsA,
288,   Name71   ,45,USA,active
468,Svilu,27,CANADA,0
201,,,UsA,1
332,,unknown,uk,active
428,   Name72   ,unknown,India,
166,   Name41   ,unknown,uk,inactive
217,,,,0
348,,,India,
303,,,UsA,active
311,Nautq,,,inactive
123,   Name50   ,,UsA,active
239,,unknown,India,active
135,Rnfaz,51,,active
245,   Name48   ,unknown,India,active
173,Bdzor,22,uk,inactive
319,,unknown,uk,1
257,   Name18   ,68,UsA,1
209,   Name3   ,50,USA,1
129,,68,India,0
194,   Name33   ,unknown,India,active
416,   Name73   ,,USA,0
341,   Name49   ,unknown,India,1
123,Cwawe,unknown,,0
379,,,uk,active
139,Umjqg,46,CANADA,0
212,,38,India,active
349,,,UsA,
179,   Name14   ,,UsA,1
191,   Name17   ,unknown,uk,0
402,   Name39   ,,CANADA,
386,,unknown,,
173,,23,uk,inactive
162,   Name68   ,24,UsA,
108,,,UsA,active
417,Jgoes,,India,inactive
498,   Name8   ,,CANADA,inactive
202,,37,CANADA,0
285,Qcduh,,CANADA,
426,   Name44   ,,uk,0
487,Stfgw,,USA,0
176,   Name45   ,35,India,
259,,unknown,uk,1
443,   Name8   ,unknown,USA,0
197,,21,USA,1
410,   Name27   ,51,,1
178,,,USA,inactive
185,   Name42   ,24,India,inactive
410,   Name97   ,unknown,uk,1
426,   Name41   ,,,active
289,Labkx,unknown,uk,
116,,55,CANADA,0
144,   Name96   ,43,,active
466,Qcygi,,India,inactive
444,Ixnfj,unknown,UsA,active
441,,unknown,UsA,active
256,   Name1   ,40,CANADA,inactive
390,Ozbii,22,CANADA,
301,,unknown,,
168,,56,CANADA,active
385,,61,CANADA,active
233,   Name16   ,27,uk,
113,Hebmq,unknown,UsA,inactive
335,,45,UsA,0
321,Mtrev,unknown,India,1
446,   Name49   ,34,,
430,Dvnly,unknown,CANADA,1
441,,23,UsA,0
402,,,India,1
268,Rskkr,,UsA,inactive
201,,29,India,0
408,   Name87   ,33,,active
127,,,,0
379,,50,USA,active
339,   Name14   ,unknown,India,inactive
375,Xcyvl,66,USA,0
208,   Name29   ,unknown,CANADA,1
437,Agmiu,,India,inactive
436,Qflha,49,,1
250,   Name55   ,,India,active
484,,unknown,UsA,active
355,Qmfxk,46,UsA,active
306,   Name100   ,unknown,,1
334,Yhjsd,,India,1
451,   Name81   ,unknown,CANADA,inactive
419,   Name73   ,,uk,active
112,,,CANADA,active
125,   Name55   ,unknown,UsA,inactive
324,   Name65   ,,uk,
358,Vdvzc,,UsA,active
179,   Name55   ,unknown,CANADA,inactive
259,   Name86   ,unknown,USA,0
255,Fxfag,47,UsA,inactive
304,   Name45   ,,UsA,1
320,   Name35   ,unknown,CANADA,0
300,,,CANADA,inactive
293,   Name86   ,unknown,CANADA,0
411,   Name41   ,,USA,inactive
258,,36,UsA,0
452,,unknown,India,active
387,   Name68   ,unknown,USA,inactive
213,   Name63   ,,India,1
320,Xfgwl,,India,active
450,,unknown,UsA,inactive
102,   Name64   ,,India,inactive
448,,,,
389,,unknown,CANADA,0
424,,,India,active
258,,unknown,uk,inactive
207,Rrgui,,UsA,active
365,   Name74   ,56,USA,inactive
309,Cyhly,unknown,CANADA,1
358,Wbqof,,UsA,0
181,Wwmvb,unknown,UsA,1
449,Gprif,57,uk,1
480,   Name24   ,59,India,
282,,unknown,UsA,
473,   Name11   ,,USA,1
108,Poihm,25,India,0
371,,unknown,UsA,inactive
267,   Name5   ,23,uk,active
271,   Name86   ,24,USA,inactive
396,Tqxwm,49,,inactive
192,   Name63   ,37,,1
271,,unknown,UsA,active
424,   Name59   ,unknown,uk,active
318,,unknown,CANADA,1
184,Touuc,,USA,active
392,Gjvvs,,India,1
344,,unknown,India,0
194,,,uk,active
293,   Name56   ,26,,1
294,   Name63   ,unknown,USA,1
389,   Name90   ,unknown,uk,inactive
484,,18,India,1
174,Rfuzq,,India,1
207,   Name68   ,unknown,uk,1
498,,48,CANADA,active
173,,58,USA,0
267,Xohol,unknown,USA,
329,   Name64   ,32,,
476,,45,CANADA,0
181,Ghnlv,,uk,active
349,   Name14   ,50,UsA,inactive
225,Pvgpt,,India,
423,   Name22   ,48,UsA,
255,,,,1
467,Ssfyc,,uk,0
311,   Name74   ,,CANADA,active
376,,,,1
467,Usgho,unknown,India,1
410,Volyb,,uk,
464,   Name79   ,,CANADA,0
184,,unknown,CANADA,inactive
342,   Name20   ,unknown,,inactive
128,Ihpjq,unknown,UsA,0
472,   Name71   ,unknown,CANADA,
449,Enhxz,unknown,India,inactive
238,,unknown,UsA,inactive
339,Ijvwl,,India,active
190,Grhxz,unknown,USA,active
198,Nzzgp,,,inactive
499,Wwzii,39,USA,inactive
444,   Name14   ,unknown,USA,
448,Pofje,unknown,uk,1
223,Zvxld,unknown,CANADA,
229,Uhffp,,India,active
426,   Name70   ,40,uk,active
228,Zxsrl,,uk,inactive
320,   Name28   ,unknown,uk,active
313,   Name55   ,,India,inactive
303,Eyscf,24,CANADA,1
153,,,India,inactive
123,Uqint,,CANADA,active
280,   Name7   ,,USA,inactive
151,,46,India,
252,Zklyd,,India,active
406,Kwzjp,41,CANADA,active
473,   Name10   ,,CANADA,0
480,   Name18   ,unknown,USA,
297,,unknown,India,inactive
144,,31,,inactive
379,,23,CANADA,active
124,Jnkoy,,CANADA,active
293,   Name30   ,52,USA,0
362,   Name15   ,,USA,0
302,   Name12   ,,CANADA,0
186,,,,
357,   Name52   ,,uk,active
381,,unknown,USA,1
297,,,UsA,active
487,,unknown,CANADA,inactive
478,,unknown,USA,inactive
482,   Name97   ,,uk,1
366,   Name98   ,22,USA,active
456,,,USA,active
367,,,CANADA,1
341,   Name63   ,unknown,USA,1
415,   Name74   ,53,USA,0
186,,unknown,India,1
239,   Name43   ,,USA,0
228,,,uk,active
409,,29,India,inactive
230,,unknown,UsA,active
109,   Name3   ,unknown,UsA,
486,   Name73   ,unknown,,1
225,   Name52   ,48,CANADA,1
448,Mbwjz,,USA,inactive
488,Wmtxd,,India,inactive
432,Unqes,23,UsA,
446,Splxh,43,CANADA,active
418,Drxmy,48,,
284,   Name40   ,unknown,USA,active
142,,43,uk,1
366,   Name28   ,50,CANADA,active
318,Fvvmz,24,uk,inactive
418,   Name10   ,,India,inactive
462,Mppbu,unknown,USA,0
265,   Name88   ,,UsA,inactive
313,   Name64   ,unknown,uk,inactive
144,Desgd,,CANADA,active
217,   Name55   ,,USA,inactive
441,,,USA,
253,,,USA,inactive
239,,47,UsA,active
124,Cyray,69,UsA,inactive
387,   Name88   ,unknown,UsA,active
376,Yqzoa,42,India,0
216,,,India,inactive
456,   Name39   ,unknown,uk,0
435,   Name45   ,30,,
220,Wjsfb,63,USA,active
151,Sqmng,20,,inactive
378,,44,uk,inactive
226,   Name47   ,unknown,UsA,active
378,   Name31   ,unknown,CANADA,1
114,,68,uk,active
162,,unknown,,inactive
302,Zpmvk,,USA,
396,,unknown,uk,
479,Hylon,unknown,CANADA,1
197,,,,0
237,Xiakl,,USA,1
340,,unknown,uk,0
315,Oiucs,18,India,active
399,Bjmbm,63,UsA,active
134,   Name81   ,unknown,uk,0
169,,40,,1
430,   Name91   ,,UsA,
204,Evxsd,unknown,,0
352,Shxbo,unknown,,inactive
352,,unknown,USA,1
408,Sckvm,45,India,
226,,unknown,USA,inactive
423,   Name23   ,unknown,uk,1
412,,unknown,,
382,,,USA,0
101,Prirt,,UsA,active
146,   Name33   ,unknown,CANADA,1
497,   Name27   ,,uk,0
444,,unknown,USA,inactive
180,,51,USA,1
181,Ibahh,,USA,
114,   Name63   ,,USA,1
139,Tzpnm,24,UsA,active
297,Gsfhh,unknown,CANADA,0
210,,unknown,India,inactive
149,   Name87   ,unknown,UsA,
356,Unatb,,India,
491,   Name27   ,,uk,1
287,   Name43   ,66,India,0
192,Iooop,58,India,inactive
115,,36,USA,
103,   Name10   ,35,USA,inactive
421,   Name39   ,unknown,CANADA,inactive
178,,,CANADA,1
223,Aojcc,unknown,uk,0
396,   Name92   ,unknown,India,1
150,,31,CANADA,inactive
286,   Name63   ,,USA,inactive
177,,48,CANADA,inactive
210,Sbctb,,CANADA,1
137,Blsgr,unknown,UsA,active
199,Teufd,41,UsA,inactive
224,,,CANADA,1
302,Duhic,unknown,UsA,1
426,Lxbbd,,uk,
489,,unknown,India,inactive
451,,,CANADA,inactive
211,Igocl,,India,active
447,Wrkju,47,,0
134,,unknown,,
249,,46,India,inactive
493,Mtsdl,50,UsA,0
102,Kibuk,57,India,
403,   Name73   ,,,0
383,Jvmdl,65,UsA,1
190,Iaxyk,37,CANADA,active
140,Etbap,unknown,UsA,active
185,   Name56   ,,,
348,Mguar,34,UsA,1
123,   Name66   ,,uk,active
193,Jlpso,unknown,,active
225,Ffhfh,,CANADA,1
162,,,CANADA,0
381,,unknown,CANADA,0
404,,,UsA,inactive
318,   Name21   ,unknown,CANADA,inactive
347,   Name94   ,39,USA,inactive
195,   Name98   ,,USA,inactive
117,,28,,1
157,,,CANADA,0
193,   Name91   ,unknown,CANADA,inactive
418,Yjewp,unknown,CANADA,inactive
278,Sstad,23,USA,active
409,,unknown,,inactive
109,Kqvnq,unknown,CANADA,active
225,   Name4   ,unknown,CANADA,inactive
150,,unknown,India,inactive
439,Iwhka,,,active
495,Zoaji,unknown,,inactive
333,   Name24   ,,,inactive
348,Bdpdt,26,CANADA,inactive
425,,64,CANADA,active
263,   Name79   ,59,uk,0
304,Vgfnx,unknown,uk,
394,Pwisx,unknown,,0
457,,,,active
452,,33,uk,0
107,Vdjhz,unknown,CANADA,
103,   Name2   ,unknown,CANADA,0
457,,unknown,CANADA,active
102,,unknown,USA,active
453,,34,UsA,
153,   Name73   ,,UsA,0
435,,55,uk,0
397,Kyzum,,UsA,
427,   Name56   ,47,,active
484,   Name75   ,unknown,UsA,0
483,Gaazf,59,CANADA,active
140,,,,1
337,   Name32   ,32,,1
292,   Name99   ,47,UsA,inactive
275,   Name41   ,61,CANADA,inactive
208,   Name22   ,unknown,uk,active
487,   Name25   ,,India,0
189,,unknown,India,0
250,Jywnj,unknown,UsA,
258,   Name74   ,unknown,CANADA,active
371,,unknown,India,1
222,,unknown,UsA,0
231,,39,India,1
211,,unknown,USA,inactive
361,   Name96   ,,,
498,Hgfzx,,,0
346,,unknown,uk,
158,,unknown,,active
290,   Name66   ,unknown,uk,1
137,   Name2   ,,India,inactive
260,,unknown,,
245,,39,India,0
468,   Name9   ,unknown,India,
352,   Name52   ,unknown,CANADA,0
255,,,UsA,1
322,Bwclq,48,India,active
416,Nkeex,,India,active
159,Ekmar,,uk,0
158,   Name15   ,,India,1
338,   Name26   ,,USA,inactive
420,,44,India,active
129,Huizk,unknown,India,1
466,   Name89   ,unknown,USA,active
453,Bbjkz,,,0
382,,,UsA,
331,,,uk,
105,Vjbdr,21,uk,active
168,,,USA,inactive
347,Flhrg,,India,
172,   Name83   ,,uk,inactive
372,,unknown,USA,0
195,Elmyj,,CANADA,inactive
116,   Name56   ,,CANADA,inactive
230,,,India,active
127,,,,
123,,unknown,uk,1
419,,62,CANADA,0
221,   Name58   ,,uk,
436,,54,UsA,0
475,   Name84   ,,USA,1
468,,unknown,uk,0
366,Sydvc,unknown,uk,0
104,,,,
379,,unknown,USA,active
472,,21,India,inactive
203,Avbjp,26,India,0
244,,unknown,India,inactive
421,,,India,active
465,   Name43   ,,USA,inactive
390,,,uk,0
428,   Name66   ,30,,active
158,   Name79   ,unknown,India,1
191,,unknown,USA,1
204,   Name64   ,unknown,uk,0
185,,,India,
157,Bjpej,,uk,active
294,,unknown,uk,1
441,   Name64   ,unknown,USA,1
448,,,CANADA,1
106,,26,India,1
112,Abwtg,,UsA,0
291,Iketb,60,UsA,inactive
407,Pktye,unknown,CANADA,0
463,,62,uk,0
209,   Name50   ,36,USA,0
191,   Name68   ,,CANADA,1
235,,19,CANADA,1
457,   Name15   ,,,0
138,Yqcop,,UsA,inactive
379,   Name18   ,,USA,active
219,Uvttf,,CANADA,inactive
171,,,India,active
449,,unknown,CANADA,
476,,,uk,
486,Uoscg,unknown,,
279,,24,CANADA,0
195,Khtyc,,,active
464,   Name75   ,unknown,USA,active
330,,unknown,CANADA,inactive
296,   Name58   ,32,CANADA,active
182,Zqbfr,,uk,active
284,   Name27   ,,,0
175,Wbteu,70,CANADA,
435,   Name65   ,42,,0
121,Zutby,unknown,,inactive
183,   Name42   ,unknown,uk,0
145,,24,India,0
212,   Name44   ,47,CANADA,active
157,Hddfn,67,UsA,active
150,Cocqe,39,India,active
323,   Name22   ,,uk,0
339,Wbqbf,,UsA,active
388,Jahtz,51,India,inactive
277,Uybji,40,CANADA,inactive
471,   Name58   ,,uk,0
248,Wzyoo,unknown,UsA,1
184,,unknown,India,0
370,Mmsvu,42,UsA,1
481,Nupga,unknown,USA,active
210,Mvpqa,unknown,uk,active
185,Futqd,51,CANADA,active
297,   Name33   ,,CANADA,1
352,   Name7   ,,USA,0
447,   Name33   ,29,uk,0
113,,,USA,active
151,   Name55   ,unknown,USA,inactive
483,Vcwft,unknown,uk,active
487,,63,CANADA,inactive
142,   Name55   ,unknown,uk,inactive
305,   Name94   ,43,CANADA,
328,,unknown,,0
358,,unknown,CANADA,0
156,,unknown,UsA,inactive
157,   Name9   ,unknown,,0
321,,67,UsA,active
339,,39,India,
479,   Name98   ,43,India,
374,Oyxjn,,UsA,
310,   Name66   ,29,,inactive
477,,50,India,0
169,   Name69   ,,CANADA,active
406,Sphzz,40,uk,0
103,Ozolp,25,USA,inactive
191,   Name65   ,unknown,CANADA,
263,Qttuh,,USA,
149,Niqol,,,inactive
270,   Name80   ,,,1
196,Selwr,unknown,CANADA,active
359,,25,UsA,active
303,Uncjn,33,USA,1
231,Eivnf,21,USA,
486,   Name25   ,,uk,inactive
186,Bbngn,18,UsA,inactive
321,   Name47   ,49,USA,active
326,,61,USA,1
219,Ftpmx,53,India,1
499,Rqefo,unknown,UsA,inactive
108,,unknown,uk,0
187,   Name2   ,unknown,UsA,inactive
187,,37,USA,active
120,   Name47   ,22,uk,inactive
414,   Name82   ,unknown,USA,0
393,,,,inactive
253,Jtyuv,34,India,0
142,Wpasx,62,CANADA,
347,Pcbgz,,USA,
451,Cuuvu,,,inactive
273,Egqvn,,,1
206,,53,CANADA,inactive
428,   Name70   ,36,USA,
111,,unknown,uk,active
244,   Name80   ,unknown,CANADA,0
444,,unknown,USA,1
106,,,India,
284,Jrtzk,,UsA,
201,Fjuna,62,uk,active
139,   Name21   ,34,CANADA,0
411,,41,UsA,0
367,Knxcb,30,USA,
243,,,,0
499,Rnogt,47,UsA,
138,Wxmvb,unknown,uk,inactive
131,Dggdi,41,India,inactive
440,   Name6   ,,USA,inactive
275,   Name60   ,54,USA,
114,,50,USA,inactive
329,,32,,0
265,Gnvnw,70,,1
263,,,CANADA,0
101,   Name6   ,,uk,
370,   Name34   ,unknown,India,1
232,,,CANADA,0
356,   Name91   ,unknown,USA,0
263,,53,uk,inactive
183,Eyqqh,,USA,1
380,Rsiyx,,USA,
249,,unknown,UsA,1
311,   Name89   ,,UsA,
350,,36,India,inactive
328,,unknown,UsA,1
131,Vgfxk,33,uk,inactive
219,,40,USA,inactive
354,,60,CANADA,active
358,   Name51   ,,,0
228,,21,CANADA,1
323,,unknown,USA,0
331,,58,UsA,0
412,Brhzz,,India,1
351,   Name29   ,,uk,0
125,,,UsA,
475,,54,CANADA,active
103,,49,uk,inactive
386,,,UsA,1
435,   Name83   ,unknown,USA,inactive
471,   Name100   ,22,uk,active
216,   Name75   ,47,India,0
112,Yuajm,unknown,uk,
433,Qkvcr,unknown,UsA,inactive
330,,unknown,India,inactive
301,Wodvq,,USA,0
239,,,CANADA,active
437,Zpkew,unknown,CANADA,
250,,unknown,USA,inactive
120,   Name39   ,unknown,UsA,
273,,,,
361,Idecs,,uk,
218,,,,active
264,,unknown,India,1
267,,59,uk,1
467,,57,UsA,active
103,   Name53   ,unknown,uk,0
143,Jydft,unknown,uk,active
354,Gpnxl,unknown,USA,inactive
183,Gstnr,unknown,,
326,   Name70   ,unknown,India,0
185,,,,inactive
332,,29,USA,inactive
428,   Name2   ,26,uk,active
404,,,,
326,Vpfhe,28,uk,
224,   Name85   ,,USA,active
471,   Name41   ,52,USA,0
170,,,India,active
380,   Name50   ,unknown,UsA,
195,   Name13   ,58,,1
389,Xodxa,unknown,CANADA,
113,Ibptb,unknown,UsA,inactive
160,,64,India,0
453,,33,CANADA,inactive
380,Qqhcy,unknown,India,active
220,Wmtqj,45,India,
166,   Name16   ,unknown,UsA,1
105,,unknown,CANADA,1
284,   Name21   ,26,USA,inactive
155,Igcnj,,CANADA,1
146,Dsdnd,unknown,,1
484,,62,UsA,1
180,Nsyde,,USA,0
132,   Name80   ,56,UsA,inactive
198,   Name85   ,unknown,UsA,1
230,,69,India,1
114,,,India,0
318,Gsefo,,,1
200,   Name20   ,43,,1
296,,unknown,uk,active
373,Efsxc,unknown,India,inactive
115,   Name77   ,24,USA,active
137,Nytsw,unknown,CANADA,0
416,   Name60   ,18,CANADA,active
405,   Name34   ,,,active
120,   Name21   ,unknown,uk,inactive
286,Oopmo,35,India,1
115,,unknown,uk,0
191,Scbui,,USA,1
255,,unknown,,
121,Syizx,43,India,1
305,,25,USA,1
261,   Name77   ,unknown,CANADA,inactive
132,,,uk,0
133,,57,CANADA,0
445,,35,uk,inactive
340,   Name7   ,unknown,,0
