customer_id,transaction_id,transaction_date,amount,name,age,country,is_active
3435,915,11/08/2022,94.49,Tina Shepard,28.0,ITALY,True
4680,3078,03/07/2024,471.65,Lawrence Glover,72.0,ITALY,True
1297,6882,08/02/2024,129.2,Morgan Cummings,18.0,ITALY,True
174,9105,30/12/2024,82.1,Eric Hall,57.0,UK,False
1375,5625,25/04/2024,129.89,Michelle Harris,83.0,SPAIN,False
2254,2365,27/09/2023,227.27,Jacob Wu,67.0,FRANCE,True
430,8557,31/10/2022,214.18,Chad Jones,27.0,SPAIN,True
2290,8869,04/04/2024,432.36,Daniel Frazier,38.0,UK,False
4975,5935,27/03/2023,269.95,Mitchell Bullock,23.0,ITALY,False
1787,9957,22/10/2023,495.58,Kelly Calderon,27.0,FRANCE,True
1806,5836,31/03/2024,243.71,Richard Vasquez,64.0,ITALY,False
3931,4750,26/04/2022,457.85,Joseph Garza,23.0,SPAIN,False
4977,6653,28/07/2022,452.04,Troy Wells,76.0,SPAIN,False
2150,8741,27/08/2024,350.17,Robert Fox,43.0,SPAIN,True
5197,3584,04/07/2023,372.75,Eileen Silva MD,67.0,ITALY,False
4746,3477,17/02/2023,137.35,Manuel Gomez,73.0,ITALY,False
4816,9973,22/02/2024,305.97,Brian Kim,32.0,GERMANY,False
1307,1715,29/02/2024,427.04,Laura Davis,18.0,SPAIN,False
273,8269,06/04/2023,423.8,Charles Shah,50.0,NETHERLANDS,False
4961,10040,13/11/2024,28.19,Katie Mitchell,84.0,NETHERLANDS,False
257,9416,27/04/2024,258.57,Michelle Hopkins,41.0,UK,True
1883,96,08/11/2023,288.98,Robin Kelly,60.0,UK,True
4908,3463,09/04/2024,342.97,Amber Crawford,68.0,FRANCE,True
1677,1670,31/12/2022,68.96,Danielle Wilson,71.0,GERMANY,False
263,9765,02/10/2023,374.13,Terry Coffey,50.0,CANADA,False
1667,6744,31/03/2024,350.06,Briana Turner,42.0,NETHERLANDS,False
3694,9544,09/08/2022,181.79,Samantha Sanders,19.0,ITALY,True
1266,693,26/10/2023,374.43,Kimberly Hughes,44.0,FRANCE,False
3490,2856,04/08/2023,434.63,Alicia Le,54.0,UK,False
4339,10446,29/06/2023,326.17,Sharon Silva,63.0,NETHERLANDS,True
360,1791,03/05/2024,158.12,Tracey Morrison,52.0,SPAIN,True
784,7151,11/03/2022,465.62,Christopher Owens,33.0,FRANCE,False
5088,2644,11/02/2023,343.26,Angela Wyatt,,FRANCE,True
4387,10069,02/09/2024,445.68,Sonya Robinson,,USA,False
56,6107,28/07/2022,161.71,Zachary Huff,32.0,UK,True
1088,6495,30/11/2023,152.67,Christy Johnson,48.0,ITALY,False
1245,8500,03/04/2023,346.64,Mrs. Melanie Collins,70.0,USA,False
2285,616,19/01/2023,166.51,April Brown,80.0,UK,True
2198,8631,26/02/2022,310.43,Martin Young,85.0,CANADA,False
4711,6466,26/04/2022,303.73,Mr. Thomas Black,76.0,USA,False
2938,4725,07/12/2023,264.84,Hannah Sanders,67.0,ITALY,False
4470,386,28/01/2024,405.64,Linda Crawford,36.0,CANADA,True
2288,4852,06/06/2023,435.98,Leslie Rodriguez,62.0,ITALY,False
1620,10420,03/05/2023,169.78,Michael Harris,26.0,FRANCE,False
4414,9280,24/09/2022,193.41,Wendy Miller,48.0,FRANCE,False
1500,3846,15/09/2022,454.19,Lori Mitchell,61.0,USA,False
1141,1879,08/09/2022,403.1,Tiffany Garcia,55.0,USA,True
1698,3246,19/04/2024,23.06,Eric Garner,73.0,USA,False
4263,9065,30/09/2023,393.82,Kimberly Ferrell,36.0,CANADA,True
35,8940,15/02/2024,210.04,Tammy Sellers,59.0,UK,False
2837,7897,26/07/2022,426.72,Andrew Harris,61.0,FRANCE,True
1091,8384,07/07/2024,190.74,Donna Marshall,,SPAIN,False
1946,2933,28/09/2024,190.65,Patrick Blankenship,75.0,SPAIN,True
4206,6453,15/12/2023,389.43,Heidi Sanchez,39.0,CANADA,False
1017,8025,03/02/2024,264.11,Kelly Johnson,47.0,CANADA,True
4150,8836,15/02/2022,433.35,Sharon Snow,59.0,FRANCE,False
3987,5484,08/01/2023,165.84,Robert Hall,19.0,USA,True
3643,8773,03/05/2024,320.46,Amanda Lawrence,21.0,GERMANY,True
524,4596,01/01/2023,32.28,Adriana Reyes,34.0,USA,False
213,7098,16/08/2024,136.91,Peter Garrett,27.0,CANADA,True
3970,6032,10/09/2022,484.22,Judith Morris,48.0,UK,False
521,6221,20/12/2022,151.74,Casey Chase,36.0,USA,True
869,5399,03/08/2022,450.84,Michael Harris,,USA,False
4172,7482,18/05/2024,89.92,James Wilkerson,19.0,CANADA,True
1066,5295,23/05/2022,145.27,Maria Bernard,61.0,USA,True
5129,180,19/06/2022,27.46,Deborah Medina,54.0,USA,True
2626,1841,03/11/2023,392.51,Travis Nielsen,77.0,FRANCE,True
2251,905,03/10/2022,367.52,Rachel Williams,42.0,FRANCE,False
4014,2013,12/12/2023,341.99,Jeremy Thomas,60.0,USA,False
1102,2457,18/03/2022,25.43,James Matthews,30.0,NETHERLANDS,False
3135,1056,24/05/2023,30.63,Zachary Johnson,74.0,SPAIN,True
3565,4685,18/10/2023,317.85,Julie Dennis,76.0,GERMANY,True
1958,7795,05/04/2024,331.84,Peter Pugh,40.0,SPAIN,True
1686,1,17/08/2022,195.87,Linda Jackson,37.0,GERMANY,True
2951,1332,17/08/2022,119.68,Craig Moore,80.0,CANADA,False
4023,10068,17/03/2023,370.32,Kara Farmer,41.0,FRANCE,False
2059,316,19/11/2023,241.33,Melissa Patton,38.0,UK,False
1141,3707,10/09/2023,470.97,Tiffany Garcia,55.0,USA,True
5108,9659,10/06/2023,317.13,David Lopez,29.0,SPAIN,True
3351,8259,07/05/2024,210.18,Sharon Freeman,36.0,ITALY,False
502,1469,06/11/2024,226.83,Cindy Clayton,37.0,ITALY,False
686,6810,17/08/2023,193.16,Dylan Norman,65.0,SPAIN,False
1494,7547,18/06/2024,72.32,Stephanie Nichols,80.0,UK,True
1209,478,05/12/2022,108.2,Patrick Brady,38.0,GERMANY,True
451,7296,01/06/2023,209.32,Angel May,47.0,USA,True
2352,4362,31/12/2024,318.85,Joseph Graves PhD,49.0,UK,True
4915,2614,24/08/2022,232.82,Heather Hernandez,42.0,UK,False
4616,8578,09/10/2023,368.23,Nancy Rowland,82.0,CANADA,True
1554,7474,05/05/2022,135.24,Alexis Morgan,37.0,USA,True
2431,7747,04/06/2024,285.17,Rebecca Benson,67.0,CANADA,True
2536,4300,21/04/2024,443.56,Mr. Christopher Phillips Jr.,78.0,UK,True
4467,6095,06/05/2022,461.4,Robert Thompson,68.0,GERMANY,False
1869,2742,13/04/2023,264.8,Matthew Best,51.0,UK,False
2690,10326,25/05/2022,85.52,Jennifer Long,35.0,FRANCE,False
230,4072,03/10/2023,193.19,Roberta Hughes,48.0,FRANCE,True
542,6808,07/06/2024,133.82,Daniel Jones,34.0,ITALY,False
5156,4141,28/06/2023,353.13,Jessica Carson,73.0,SPAIN,True
7,7989,09/01/2024,155.46,Gina Moore,45.0,NETHERLANDS,False
1653,6505,11/08/2022,108.78,Susan Ramos,83.0,USA,False
2343,4106,15/02/2022,35.79,Michelle Elliott,56.0,USA,True
2068,539,29/01/2022,218.59,Cheryl Berry,28.0,ITALY,False
2392,5920,07/02/2024,87.29,James Manning,39.0,NETHERLANDS,True
1525,1122,06/03/2023,425.47,Claire Greene,51.0,CANADA,False
1936,7968,24/05/2022,225.2,Mark Sanchez,41.0,ITALY,False
2398,5471,18/01/2024,223.21,Gregory Smith,24.0,FRANCE,False
1268,6378,12/07/2022,100.31,Martin Rodriguez,39.0,GERMANY,True
29,3660,23/12/2024,191.33,Ashley Dyer,65.0,NETHERLANDS,True
2406,10143,24/08/2024,212.02,Madison Perez,,USA,True
3301,8674,09/03/2023,320.17,Frank Fernandez,75.0,USA,True
4293,1248,10/02/2022,426.12,Chris Hanson,66.0,UK,False
3880,525,31/01/2022,358.89,Kathleen Ramsey,35.0,FRANCE,True
2103,6500,21/09/2024,432.17,Nicole Newman,58.0,USA,False
1471,4620,21/11/2022,142.37,Jessica Haas,35.0,NETHERLANDS,False
5121,6900,01/09/2025,186.66,Courtney Medina,,CANADA,True
1181,6968,01/10/2024,376.85,William Wolfe,,UK,True
2037,9254,24/03/2023,71.22,Ashley Ramirez,30.0,USA,True
875,7461,08/07/2024,189.25,Lauren Hanna,78.0,UK,False
2053,10089,11/03/2022,239.94,Alexander Robles,79.0,SPAIN,True
1368,9728,15/06/2024,392.2,Phillip Estes,39.0,FRANCE,True
3244,1603,08/08/2024,350.35,Michelle Edwards,52.0,ITALY,True
2793,8995,13/02/2024,424.11,Jeffrey Bennett,67.0,CANADA,True
571,4946,18/03/2024,453.83,Bob Cole,21.0,USA,True
1368,113,11/11/2024,495.07,Phillip Estes,39.0,FRANCE,True
3331,6506,04/09/2022,456.95,Courtney Arias,65.0,NETHERLANDS,False
160,2803,23/02/2023,282.18,Julia Hernandez,64.0,NETHERLANDS,True
4371,2488,05/03/2024,475.29,Mr. Scott Mcmahon,61.0,GERMANY,False
1641,8353,09/06/2023,433.81,Harry Bryant,52.0,CANADA,False
5018,5325,06/10/2023,251.6,Kenneth Roth,71.0,USA,True
1881,3033,03/11/2022,297.3,Kristen Lowery,29.0,SPAIN,True
1689,4901,26/04/2024,218.47,Samantha Smith,36.0,UK,False
3351,214,01/06/2023,39.79,Sharon Freeman,36.0,ITALY,False
1025,7843,02/05/2023,458.05,Tyler Daugherty,62.0,NETHERLANDS,True
4423,5976,23/01/2024,11.07,Tara Gonzalez,37.0,CANADA,True
5140,9687,17/01/2023,487.63,Kim Flynn,81.0,USA,False
2334,5372,29/01/2024,424.25,Kelly Andersen,59.0,GERMANY,True
4717,3410,20/11/2024,43.39,Sarah Blackwell,31.0,GERMANY,True
1391,929,14/05/2023,87.5,Andrew Lane,82.0,GERMANY,True
1401,2875,02/02/2024,98.42,Mr. Timothy Andersen,77.0,USA,False
4262,2746,23/08/2023,77.88,Kimberly Mcdowell,50.0,UK,False
2999,2879,06/12/2022,17.27,Randall Villa,55.0,CANADA,True
2590,10318,12/04/2022,418.75,Adrienne Brooks,42.0,NETHERLANDS,False
88,4437,21/01/2022,224.39,Richard Henson,45.0,SPAIN,True
973,7873,02/11/2023,342.32,Valerie Anderson,27.0,SPAIN,True
211,10459,20/05/2024,261.32,Jose Travis,,GERMANY,False
5119,2507,26/07/2022,226.75,Matthew Hanson,72.0,SPAIN,False
4355,9138,28/05/2024,177.7,Janice Harvey,43.0,NETHERLANDS,True
2841,1700,16/03/2022,209.43,Leslie Todd,,ITALY,True
676,9235,12/09/2023,491.64,Cesar Wilson,61.0,SPAIN,False
633,7148,09/07/2022,310.5,Heather Raymond,74.0,NETHERLANDS,False
934,5947,26/06/2023,178.43,Joseph Cross,22.0,FRANCE,True
1283,3277,01/10/2023,413.07,Sonya Jackson,80.0,UK,True
4479,6458,25/06/2023,486.54,Amber Chapman,26.0,FRANCE,False
5059,1453,07/09/2022,44.49,Jessica Bryant,55.0,FRANCE,True
4475,5072,13/02/2023,205.68,Kevin Warren,41.0,ITALY,True
450,10137,08/10/2024,240.93,Thomas Williams,81.0,SPAIN,True
3779,4821,10/03/2022,68.35,Catherine Holland,,ITALY,True
4521,3380,27/04/2022,324.74,Mary Williams,31.0,SPAIN,False
1520,8891,11/11/2023,479.65,Chloe Rogers,60.0,CANADA,True
1806,5435,29/07/2024,21.56,Richard Vasquez,64.0,ITALY,False
4953,4039,28/10/2022,194.7,Gail Watson MD,60.0,CANADA,True
743,5740,21/12/2024,427.03,Angela Herrera,83.0,NETHERLANDS,False
2037,3422,05/09/2022,31.46,Ashley Ramirez,30.0,USA,True
1290,3164,20/01/2023,67.86,Duane Smith,54.0,ITALY,False
344,2272,30/12/2022,27.83,Melanie Macias,56.0,USA,False
4069,2626,08/04/2022,381.62,Miguel Reeves,49.0,GERMANY,True
2491,6780,26/05/2022,427.22,Justin Rosario,68.0,SPAIN,False
1328,1810,03/05/2022,52.32,Alejandra Price,67.0,GERMANY,False
3753,7445,07/07/2024,166.66,Heidi Perez,47.0,USA,True
4300,5519,08/12/2023,472.36,Manuel Jennings,84.0,USA,False
1544,9882,28/11/2023,394.77,Mr. Timothy Howard,79.0,FRANCE,True
2729,9975,28/03/2022,344.24,Walter Garcia,48.0,USA,True
1891,5149,05/05/2022,224.78,Adam Rios,67.0,NETHERLANDS,False
839,7146,04/10/2024,314.81,Richard Le,77.0,USA,False
1971,6762,05/05/2024,146.16,Brianna Martinez,82.0,GERMANY,False
2264,3651,13/09/2023,216.36,Lawrence Ross,64.0,UK,False
761,9581,06/11/2024,141.34,Robert Klein,75.0,SPAIN,True
3091,5500,14/09/2022,344.76,Nicholas Rios,20.0,USA,True
1271,10101,24/12/2022,205.45,Martin Price,35.0,NETHERLANDS,False
1846,6659,07/01/2023,498.31,Steven Stewart,36.0,ITALY,True
4853,6928,17/10/2023,83.86,Ryan Skinner,24.0,ITALY,True
2532,5213,30/06/2023,83.54,Patricia Hughes,56.0,UK,False
3516,6938,03/11/2022,130.71,Miss Patricia Davidson,74.0,ITALY,True
5148,9637,22/10/2022,326.49,Carol Smith,62.0,ITALY,False
2590,10285,13/05/2023,484.22,Adrienne Brooks,42.0,NETHERLANDS,False
4613,1224,19/11/2023,291.79,Patrick Kane,28.0,UK,True
427,2318,15/09/2023,77.08,Cody Holmes,30.0,UK,False
3470,7726,26/02/2022,78.06,Betty Norris,55.0,ITALY,False
1670,4636,17/09/2022,115.1,Christopher Murray,39.0,CANADA,True
1286,5622,19/01/2022,180.76,Jennifer Schultz,26.0,USA,True
2151,10121,22/01/2023,75.43,Katherine Ford,37.0,USA,True
3069,418,08/11/2023,235.57,Christopher Turner,35.0,UK,False
3463,8351,12/04/2022,189.07,Ryan Williams,78.0,FRANCE,True
3643,5780,09/03/2024,414.82,Amanda Lawrence,21.0,GERMANY,True
1620,2454,05/05/2024,74.99,Michael Harris,26.0,FRANCE,False
4835,532,13/02/2022,136.34,Anthony Giles,81.0,ITALY,False
4729,5193,06/07/2024,366.11,Nicholas Chung,18.0,ITALY,False
1773,6249,06/02/2023,297.45,Charles Hernandez,63.0,UK,False
3089,4553,03/02/2022,47.24,Mr. Troy White,28.0,ITALY,False
2929,7815,09/07/2024,163.21,Nicole Smith,41.0,FRANCE,True
2554,3929,21/06/2022,92.07,Erica Johnson,60.0,NETHERLANDS,False
3544,9324,10/02/2023,126.35,Gail Nelson DVM,62.0,GERMANY,True
3576,6430,06/01/2024,155.33,Michelle Smith,25.0,CANADA,False
3834,5385,03/11/2023,64.86,Dana Lynch,52.0,NETHERLANDS,False
105,9222,02/03/2024,440.61,Christina Reynolds,19.0,SPAIN,False
134,4427,06/06/2023,75.88,Randy Shah,,GERMANY,False
4501,1515,03/11/2024,146.06,Lynn Guerrero,55.0,SPAIN,False
3638,9070,01/09/2023,211.0,Marvin Terry,41.0,NETHERLANDS,True
2982,5427,31/07/2023,32.75,Carla Goodman,41.0,USA,True
3192,8106,07/12/2023,116.64,Stephanie Figueroa,32.0,UK,False
3444,2465,12/01/2023,63.18,Joseph Alvarado,32.0,CANADA,True
3284,4765,11/09/2023,411.07,Sherri Smith,22.0,NETHERLANDS,True
4410,4661,01/09/2023,266.1,Carol Mcintosh,32.0,NETHERLANDS,False
1807,2505,23/09/2023,352.4,Ryan Love,32.0,ITALY,True
285,4068,08/12/2024,406.37,Daniel Kane,19.0,FRANCE,False
3894,8331,20/12/2022,147.88,Alejandra Fernandez,75.0,FRANCE,True
3041,4097,22/04/2024,292.1,Brandon Blair,18.0,CANADA,False
3046,6175,08/06/2024,458.52,Emily Gray,49.0,SPAIN,True
43,6138,24/11/2024,349.0,Jessica Holmes,35.0,CANADA,True
4857,2281,03/06/2024,76.53,Dustin Hines,21.0,NETHERLANDS,True
1322,7117,02/08/2023,78.6,Elizabeth Ruiz,39.0,UK,True
1926,5189,21/08/2024,78.04,Ashley Williams,65.0,ITALY,False
3423,1344,20/09/2024,235.68,Christopher Jordan,,NETHERLANDS,True
4699,4934,29/08/2024,492.53,Joann Shepherd,39.0,SPAIN,True
2220,5018,09/09/2023,390.07,Thomas Smith,70.0,GERMANY,False
3002,10177,11/12/2022,55.53,Robert Matthews,23.0,ITALY,False
1989,2369,18/01/2024,250.06,Michelle Hoffman,64.0,GERMANY,False
1368,4917,30/03/2022,418.36,Phillip Estes,39.0,FRANCE,True
4436,5719,19/05/2022,94.18,Samantha Frank,39.0,UK,True
3171,6638,22/01/2022,425.19,Gerald Durham,80.0,UK,True
1290,4109,07/02/2023,471.07,Duane Smith,54.0,ITALY,False
178,6356,06/01/2023,291.86,Dr. Elizabeth Ward,26.0,NETHERLANDS,False
4823,3655,01/01/2025,165.03,Brittney Kerr,19.0,UK,True
4037,8775,15/08/2024,338.03,Brian Torres,43.0,USA,True
3432,7744,17/02/2022,183.43,James Thompson,32.0,SPAIN,False
4597,334,18/03/2024,275.1,Veronica Smith,28.0,GERMANY,False
4679,1255,30/07/2023,323.81,Nicholas Cunningham,24.0,FRANCE,False
4530,1882,19/11/2023,167.36,Sandy Bennett,36.0,GERMANY,False
3837,829,19/07/2024,121.56,Andrea Bennett,75.0,GERMANY,True
2180,1552,27/10/2023,42.79,Christopher Perry,52.0,GERMANY,False
771,6736,31/01/2022,208.2,Timothy Johnson,34.0,FRANCE,True
3098,7103,11/11/2022,259.53,Veronica Schmidt,19.0,USA,True
2277,5938,29/07/2024,332.76,Molly Davis,63.0,SPAIN,True
2891,9149,18/05/2022,71.9,Wanda Anderson,36.0,ITALY,True
4425,6081,04/01/2025,223.04,George Herrera,71.0,FRANCE,False
3031,4090,26/09/2022,20.84,Lucas Smith,29.0,USA,False
2879,3753,02/12/2024,472.06,Crystal Edwards,80.0,GERMANY,False
2577,2028,02/01/2024,248.74,Dr. Jason Bell PhD,67.0,NETHERLANDS,False
2793,7334,08/07/2023,448.8,Jeffrey Bennett,67.0,CANADA,True
4283,5021,01/12/2022,451.56,Wayne Wong,85.0,SPAIN,True
1924,1674,26/06/2022,233.07,Rachel Hammond PhD,,GERMANY,True
3950,6112,04/05/2023,333.63,Carlos Curry,26.0,CANADA,True
3765,9166,13/04/2022,158.32,Jasmin Pitts,41.0,CANADA,True
1531,1811,21/08/2023,335.67,Patricia Scott,39.0,USA,False
4360,758,09/03/2023,132.02,Jacob Clark,38.0,NETHERLANDS,False
2014,1310,18/12/2024,304.81,Marissa Jackson,20.0,ITALY,False
3426,629,02/12/2024,487.38,Larry Hendrix,83.0,CANADA,False
573,655,22/08/2023,13.37,Larry Williams,52.0,UK,False
2618,9741,28/11/2023,178.9,Amanda Daugherty,21.0,ITALY,True
139,6627,21/03/2023,345.77,Allen Rogers,38.0,SPAIN,False
2109,5525,18/11/2023,390.49,Laura Walls,78.0,USA,True
1116,10339,10/01/2024,219.46,Kaitlin Olson,73.0,UK,False
2493,8948,30/03/2023,33.07,Sabrina Phillips,21.0,SPAIN,True
5051,3451,25/05/2022,334.95,Theresa Martin,41.0,USA,True
3849,9177,09/03/2024,366.53,Jeffrey Tucker,70.0,GERMANY,False
123,4255,04/04/2024,44.85,Ryan Bryant,69.0,SPAIN,True
1890,9316,04/02/2024,95.1,Ashley Ferguson,66.0,SPAIN,False
3332,2552,04/04/2023,111.88,Tom Lynch,28.0,SPAIN,True
429,9293,08/02/2022,143.96,Logan Benson,70.0,ITALY,True
1094,4424,04/04/2024,264.95,Brenda Moore,46.0,NETHERLANDS,True
1064,3008,25/11/2024,125.15,Sarah Phillips,47.0,UK,True
3397,3312,18/12/2023,197.29,Helen Solis,69.0,CANADA,True
2188,8696,11/05/2023,151.4,Wanda Jefferson,30.0,USA,True
2787,2261,22/07/2023,428.22,Mary Harris,51.0,FRANCE,True
68,7771,21/08/2022,35.06,Taylor Harris,48.0,FRANCE,True
2256,759,08/03/2022,342.14,Vanessa Marks,43.0,SPAIN,False
5108,5603,16/09/2023,376.97,David Lopez,29.0,SPAIN,True
1414,3092,31/07/2024,86.04,Andrew Taylor,23.0,NETHERLANDS,True
4297,2690,12/04/2023,417.38,Mason Fleming,74.0,CANADA,True
4567,5150,05/06/2023,488.45,Michael Woods,61.0,CANADA,False
1285,7871,04/09/2024,335.59,Mrs. Heather Edwards DVM,76.0,CANADA,True
2491,3862,18/03/2022,388.7,Justin Rosario,68.0,SPAIN,False
846,3994,12/06/2022,129.41,Kimberly Villanueva,58.0,CANADA,False
952,1795,21/12/2022,59.75,Kayla Williamson,35.0,ITALY,True
1854,949,06/10/2022,132.83,Nicole Carson,46.0,NETHERLANDS,False
166,7230,17/01/2022,456.71,Frederick Freeman MD,70.0,NETHERLANDS,True
2402,5406,18/08/2022,105.14,Danielle Wang,75.0,UK,False
4037,5461,03/04/2023,171.46,Brian Torres,43.0,USA,True
1191,10071,16/10/2022,40.45,Chad Barry,68.0,CANADA,True
2520,1381,29/04/2022,421.93,Brandon Parker,53.0,GERMANY,False
4455,5080,31/07/2022,295.86,Russell King,59.0,FRANCE,False
2102,1280,13/04/2022,478.11,Rachel Mendez,46.0,FRANCE,True
1243,9010,07/10/2023,91.55,William Wright,35.0,CANADA,True
4064,9420,21/12/2022,206.72,Michael Moore,42.0,UK,True
2902,8325,29/05/2024,425.74,Raymond Hall,39.0,UK,False
3181,8001,20/08/2022,163.46,Alyssa Lewis,21.0,ITALY,True
193,1419,11/09/2024,249.91,Dwayne Campbell,58.0,USA,True
1163,5674,24/02/2023,353.6,Kevin Johnson,58.0,NETHERLANDS,True
98,4927,04/08/2024,386.71,Jennifer Zavala,49.0,UK,False
1621,1580,04/12/2024,356.09,Brian Mendoza,82.0,CANADA,True
3655,5117,14/05/2023,400.94,John Holland,26.0,CANADA,False
3050,9299,07/09/2024,429.37,Hannah May,73.0,NETHERLANDS,False
3424,10060,04/05/2023,30.64,Mr. James Perez DVM,,ITALY,False
2654,4228,16/01/2022,82.76,William Snyder,77.0,GERMANY,False
1049,6764,26/11/2022,75.48,Brendan Bonilla,68.0,FRANCE,False
4629,424,06/07/2023,164.62,Ashley Jones,38.0,GERMANY,False
218,9592,30/03/2022,411.09,Julia Wilson,31.0,ITALY,False
1255,1304,16/04/2024,473.94,John Stewart,64.0,NETHERLANDS,False
4278,2720,05/12/2023,154.82,Jeffrey Lynch,,SPAIN,False
626,8856,04/06/2023,63.59,Jerry Peters,31.0,GERMANY,True
1123,1824,09/01/2023,166.57,Amanda Bowers,41.0,USA,True
3705,7221,28/04/2024,40.1,Peter Turner,18.0,UK,True
666,5994,05/01/2025,97.53,Joel Salinas,34.0,ITALY,True
347,4938,21/08/2022,291.24,Donald Brown,45.0,GERMANY,True
3023,1994,25/12/2024,364.37,Denise Brown,71.0,FRANCE,False
2304,1393,20/11/2023,348.08,Michelle Ellis,30.0,ITALY,False
3712,10142,04/04/2023,352.7,Amanda Henry,47.0,NETHERLANDS,False
3706,6773,28/09/2022,310.99,Anne Olsen,68.0,FRANCE,False
4613,5086,10/11/2024,483.19,Patrick Kane,28.0,UK,True
4596,266,02/07/2024,146.49,Margaret Holder,48.0,NETHERLANDS,False
4358,4598,06/06/2024,116.31,Maria Hernandez,68.0,USA,False
2315,3851,14/06/2024,31.47,Sharon Santos,80.0,SPAIN,True
3433,6119,01/08/2022,52.22,Sheryl Thompson,40.0,NETHERLANDS,False
3098,4289,24/12/2022,143.42,Veronica Schmidt,19.0,USA,True
262,7209,20/02/2024,144.21,Susan Rivas,53.0,NETHERLANDS,False
3994,1763,11/07/2022,381.93,April Vance,31.0,CANADA,True
2105,562,23/07/2022,363.58,Michael Baldwin,51.0,USA,False
3726,1899,01/03/2024,468.03,Jesse Nash,42.0,NETHERLANDS,False
2615,763,18/07/2024,447.75,Mr. Daniel Barnes,27.0,NETHERLANDS,False
4512,3941,09/09/2022,13.0,Dr. Jacqueline Randolph,54.0,NETHERLANDS,False
3162,9349,22/07/2023,469.75,Jennifer Meyer,80.0,GERMANY,False
4062,2827,01/11/2024,277.6,Chad Wilson,22.0,UK,False
107,3987,06/12/2024,72.51,Steven Hunter,70.0,SPAIN,True
1932,295,01/04/2024,167.7,Dr. Christian Cox PhD,70.0,FRANCE,True
561,9385,02/08/2023,435.51,Sabrina Young,70.0,SPAIN,False
2534,4578,19/10/2024,494.52,Adrian Miranda,26.0,USA,False
2533,4296,13/09/2022,276.93,Lisa Rubio DDS,,SPAIN,False
2810,4763,15/08/2024,477.8,John Harrington,67.0,NETHERLANDS,False
1998,6820,21/01/2024,226.0,Brandon Petty,83.0,UK,False
4951,9535,02/08/2022,471.86,Lynn White PhD,36.0,CANADA,False
4443,2899,16/12/2023,222.24,Antonio George Jr.,82.0,UK,False
2417,4976,17/12/2023,96.77,Shannon Rivera,67.0,UK,False
333,5200,19/08/2023,34.82,Michelle Butler,41.0,FRANCE,True
3961,7527,07/02/2022,425.9,Molly Bartlett,40.0,GERMANY,True
2584,872,04/07/2023,464.95,Jon Walton,45.0,UK,True
4347,7136,24/12/2024,300.1,Mrs. Tara Smith,68.0,GERMANY,False
4365,1104,26/05/2022,183.36,Adam Davis,69.0,GERMANY,True
651,8283,19/04/2023,426.58,Linda Rocha,74.0,FRANCE,True
2477,4704,23/02/2022,65.15,Steven Mcdaniel,75.0,NETHERLANDS,False
