transaction_id,customer_id,transaction_date,amount,name,age,country,is_active
247,2026,12/10/2023,26.55,Melissa Burns,43.0,NETHERLANDS,True
249,3096,05/05/2023,331.09,Joanna Watson,50.0,NETHERLANDS,False
252,627,05/01/2023,46.21,Brandon Spencer,50.0,FRANCE,True
253,3403,04/08/2023,19.88,Michelle Robbins,73.0,ITALY,True
254,4438,10/01/2024,306.39,Krista Fernandez,67.0,ITALY,True
256,4819,20/07/2023,398.38,Michael James,49.0,GERMANY,False
258,2558,20/04/2023,394.54,Angela Jones,57.0,FRANCE,False
259,3483,24/11/2023,261.05,Gloria Clements,62.0,CANADA,False
260,192,13/04/2024,158.06,Jerry Wheeler,26.0,ITALY,True
264,2386,16/07/2022,220.47,Caleb Freeman,59.0,USA,False
265,1821,20/07/2023,483.77,Valerie Gonzalez,75.0,UK,True
266,4596,02/07/2024,146.49,Margaret Holder,48.0,NETHERLANDS,False
267,2330,24/04/2023,454.76,Caleb Evans,41.0,ITALY,True
269,3133,18/06/2024,18.43,Ethan Craig,19.0,UK,True
270,4072,27/12/2023,366.5,Zachary Patel,36.0,FRANCE,True
273,4734,07/04/2023,487.84,Michael Jones,71.0,SPAIN,True
274,3256,06/08/2024,387.89,Wendy Walton,81.0,USA,False
276,4614,10/03/2022,63.38,Ashley Blackburn,47.0,UK,True
277,2545,14/06/2023,172.89,Richard Lyons,34.0,UK,True
278,5161,07/01/2023,488.15,Madison Ware,73.0,ITALY,True
279,782,10/02/2024,284.83,Emily Nelson,,ITALY,True
281,4013,22/04/2024,300.77,Sandra Smith,48.0,CANADA,True
282,688,01/03/2022,79.25,Debra Daniels,66.0,USA,True
283,5051,24/12/2022,420.65,Theresa Martin,41.0,USA,True
284,4288,12/11/2022,364.29,Christopher Woodard,62.0,GERMANY,True
286,483,15/04/2024,386.03,Walter Patton,36.0,GERMANY,True
287,2065,17/12/2022,211.81,Ashley Curtis,73.0,NETHERLANDS,True
288,2768,29/10/2023,418.82,Kayla Thompson,34.0,FRANCE,False
289,300,22/05/2022,167.51,Ashley Pena,45.0,USA,False
290,4632,29/04/2022,303.38,Thomas Moses,27.0,ITALY,True
292,1714,21/11/2022,379.97,Catherine Kelly,73.0,NETHERLANDS,True
294,2565,09/10/2024,480.14,Richard Harper,79.0,GERMANY,True
295,1932,01/04/2024,167.7,Dr. Christian Cox PhD,70.0,FRANCE,True
296,3957,03/08/2024,262.07,Jerry Martinez,,FRANCE,True
297,668,23/10/2022,461.4,Sonya Cole,20.0,NETHERLANDS,True
298,3488,07/11/2023,352.64,Donna Martin,,CANADA,False
299,3078,12/03/2022,72.37,Melissa Durham,34.0,USA,False
300,112,19/03/2024,89.43,Mary Marshall,51.0,UK,False
301,996,20/01/2024,91.44,Rodney Newton MD,28.0,SPAIN,True
302,3585,09/03/2024,436.18,Janice Herring,38.0,SPAIN,False
303,932,23/04/2024,29.14,Penny Anderson,22.0,GERMANY,False
304,3475,11/10/2022,252.64,Bryan Carson,72.0,SPAIN,True
306,3992,29/04/2022,78.53,Shawn Davis,45.0,GERMANY,True
307,4482,14/07/2023,214.89,Samantha Hart,69.0,GERMANY,True
309,3568,28/01/2024,497.91,Valerie Graves,54.0,NETHERLANDS,True
310,2221,05/05/2024,266.02,Molly Henry,68.0,FRANCE,True
311,5039,21/01/2024,445.88,Michael Taylor,56.0,FRANCE,True
313,1160,27/01/2022,152.2,Deanna Medina,73.0,UK,False
314,1675,01/04/2023,403.38,Sandra Kennedy,46.0,FRANCE,True
316,2059,19/11/2023,241.33,Melissa Patton,38.0,UK,False
317,1726,25/10/2022,468.74,William Morgan,20.0,FRANCE,True
318,1109,18/05/2023,90.48,Karen Mendoza,36.0,SPAIN,False
319,3882,10/12/2024,14.81,Charles Walker,81.0,NETHERLANDS,True
320,3411,20/04/2022,97.82,Terri Andersen,65.0,SPAIN,True
322,46,22/10/2022,162.8,Austin Johnson,46.0,FRANCE,False
323,1538,21/07/2022,107.64,Steven Hernandez,20.0,FRANCE,False
324,769,05/12/2023,273.49,Wesley Cuevas,21.0,NETHERLANDS,False
326,5120,02/05/2023,239.66,Kristen Davis,27.0,SPAIN,False
327,1282,09/10/2023,42.72,Laura Craig,65.0,ITALY,False
329,2826,04/11/2024,318.12,Eric Richardson,36.0,USA,False
330,1579,09/12/2022,144.54,Shari Hatfield,78.0,ITALY,False
331,3492,05/06/2023,296.39,Abigail Smith,40.0,FRANCE,False
334,4597,18/03/2024,275.1,Veronica Smith,28.0,GERMANY,False
335,1660,31/03/2022,47.96,John Morrison,37.0,ITALY,True
338,2154,06/07/2024,286.19,Rhonda Thompson,,CANADA,True
340,4812,20/07/2023,325.97,Carol Holland,83.0,ITALY,False
341,3138,03/11/2023,171.78,Daniel Gay,31.0,FRANCE,True
343,5046,26/01/2024,337.56,Jane Aguilar,31.0,ITALY,True
344,3879,01/11/2022,112.56,Jessica Nelson,21.0,SPAIN,True
345,22,12/04/2023,393.85,Thomas Ellis,64.0,ITALY,True
346,1774,22/03/2023,54.76,Sarah Jenkins,34.0,CANADA,False
347,5038,28/08/2023,81.78,Steve Lee,46.0,NETHERLANDS,False
348,1351,23/02/2024,242.98,Stephanie Mahoney,72.0,CANADA,False
349,3,29/05/2022,168.44,Javier Johnson,46.0,ITALY,True
350,428,27/01/2024,77.12,Deborah Green,19.0,SPAIN,False
351,3602,01/12/2023,218.45,Thomas Kaufman,57.0,UK,True
352,3865,24/08/2023,170.27,Debra Thomas,51.0,UK,False
355,3091,22/09/2023,389.22,Nicholas Rios,20.0,USA,True
356,3887,15/07/2024,183.95,Erik Small,22.0,CANADA,True
358,641,10/05/2023,442.81,Erika Ramirez,54.0,GERMANY,True
360,5192,05/12/2022,418.47,Laura Sullivan,20.0,GERMANY,False
361,1171,20/09/2023,421.54,Nicolas Salas,77.0,USA,False
362,4592,13/08/2022,226.41,Emily Taylor,31.0,USA,True
363,2053,13/07/2024,345.83,Alexander Robles,79.0,SPAIN,True
364,4571,09/08/2024,450.88,Rhonda Clark,40.0,SPAIN,False
365,2853,25/06/2024,97.23,Adam Johnson,54.0,FRANCE,True
366,2996,16/02/2023,429.13,Gregory Hansen,58.0,SPAIN,True
367,2835,20/08/2023,366.96,Ronald Miller,46.0,FRANCE,False
368,1752,16/09/2024,312.32,Leslie Lozano,77.0,GERMANY,True
369,1565,11/11/2023,197.4,William Johnston,29.0,SPAIN,True
372,2958,04/04/2022,267.74,Jamie Morales,27.0,ITALY,False
373,46,16/08/2024,297.23,Austin Johnson,46.0,FRANCE,False
376,4119,11/07/2024,461.57,Matthew Ross,48.0,NETHERLANDS,True
377,4971,27/02/2022,143.78,Roberta Smith,51.0,FRANCE,False
378,2253,19/12/2024,324.42,John Sherman,33.0,NETHERLANDS,True
379,3263,11/03/2022,31.52,Lauren Saunders,53.0,CANADA,False
380,2073,06/07/2022,144.35,John Morrison,19.0,NETHERLANDS,True
382,250,18/04/2024,432.96,Joyce Turner,21.0,NETHERLANDS,False
384,5180,22/05/2024,232.7,Jacob Ashley,49.0,NETHERLANDS,True
385,1424,25/06/2023,241.99,David Hayes DVM,59.0,USA,False
386,4470,28/01/2024,405.64,Linda Crawford,36.0,CANADA,True
387,313,01/01/2023,191.07,Sarah Villegas,72.0,SPAIN,False
389,1255,08/02/2022,355.76,John Stewart,64.0,NETHERLANDS,False
392,979,12/10/2024,37.46,Michael Cruz,83.0,SPAIN,True
394,4458,24/09/2022,145.96,Nancy Gutierrez,59.0,SPAIN,True
395,1591,06/09/2022,331.0,Kevin Brown,68.0,ITALY,False
396,137,11/01/2025,173.01,Jennifer Adkins,26.0,FRANCE,False
397,2593,25/05/2022,449.89,Terry Johnson,30.0,ITALY,False
398,1387,01/05/2024,453.81,Daniel Keller MD,59.0,ITALY,False
400,3001,11/10/2023,263.01,Daniel White,32.0,NETHERLANDS,False
401,3303,08/11/2024,214.03,Laura Martinez,40.0,ITALY,True
402,504,03/04/2024,41.83,Cynthia Williams,70.0,CANADA,False
404,2185,04/04/2023,51.14,Matthew Ramirez,50.0,ITALY,True
405,3633,04/10/2022,31.81,Jason Potter,85.0,GERMANY,False
406,4986,19/10/2024,107.35,Jose Hardy,23.0,SPAIN,True
408,27,10/09/2023,162.47,Janice Carlson,53.0,ITALY,False
409,4593,19/03/2023,181.84,Jeanette Garcia,,CANADA,True
410,2798,22/03/2024,238.46,Dwayne Ferguson,69.0,SPAIN,True
413,742,31/08/2024,99.43,Micheal Wang,58.0,ITALY,True
414,708,18/11/2024,100.97,Melissa Horn,54.0,USA,False
415,4843,25/08/2024,317.05,Joshua Anderson,77.0,FRANCE,False
416,165,25/12/2023,385.69,Leonard Gray,,GERMANY,True
417,86,06/07/2024,116.59,Steven Flynn,83.0,ITALY,True
418,3069,08/11/2023,235.57,Christopher Turner,35.0,UK,False
420,1566,05/10/2022,376.23,Vincent Lewis,41.0,SPAIN,True
421,1088,02/06/2024,162.14,Christy Johnson,48.0,ITALY,False
422,3108,12/08/2023,355.9,Brandon Acosta,85.0,GERMANY,False
423,1459,13/02/2024,146.69,Robert Garza,73.0,SPAIN,False
424,4629,06/07/2023,164.62,Ashley Jones,38.0,GERMANY,False
425,1852,25/09/2024,419.28,Brian Cortez,22.0,UK,False
426,2235,18/06/2024,442.95,Dawn Turner,37.0,UK,True
427,1451,07/08/2023,489.85,Jenna Lyons,65.0,NETHERLANDS,True
430,2910,28/03/2024,293.56,Larry Rodriguez,49.0,NETHERLANDS,False
431,2858,04/07/2022,388.46,Luke Williams,40.0,ITALY,True
432,4285,21/07/2024,230.34,Andrea Miller,30.0,UK,False
433,5170,02/04/2022,346.65,Alicia Cisneros,23.0,FRANCE,True
436,4407,05/04/2022,288.67,Ashley Jones,41.0,NETHERLANDS,True
437,3555,29/11/2023,179.99,James Moore,84.0,CANADA,True
439,4127,01/01/2024,280.29,Henry Christensen,49.0,SPAIN,True
440,2204,29/04/2024,54.47,Rebecca Horton MD,76.0,NETHERLANDS,True
442,3832,03/11/2024,137.81,Robert Mason,65.0,NETHERLANDS,True
443,945,07/11/2024,263.34,Amanda Mcdowell,50.0,UK,False
444,5171,19/09/2024,101.35,Brandon Williams DDS,62.0,UK,False
445,1146,07/05/2022,238.95,Andrew Cruz,56.0,ITALY,True
447,3096,22/04/2023,332.57,Joanna Watson,50.0,NETHERLANDS,False
448,278,13/04/2024,167.96,Diana Vaughn,68.0,ITALY,False
449,857,01/05/2024,318.44,Anna Stephens,54.0,UK,False
455,179,31/12/2023,225.11,Joseph Hill,62.0,FRANCE,True
457,4719,06/06/2023,350.3,Natasha Perez,31.0,ITALY,True
458,3272,07/02/2024,242.05,Jessica Flowers,20.0,UK,True
459,1996,13/04/2024,133.76,Katherine Peck,74.0,SPAIN,True
460,3058,22/04/2023,304.46,Jacqueline Gray,52.0,UK,False
462,2460,07/06/2023,29.66,Jamie Smith,65.0,UK,False
463,1920,15/06/2022,383.95,Yvonne Howard,74.0,USA,False
464,4154,02/03/2023,62.85,James Kennedy,80.0,USA,True
465,3489,29/11/2022,389.3,Amy Cohen,38.0,FRANCE,True
466,4731,04/11/2023,206.37,Rita Miller,52.0,UK,True
469,4890,04/04/2024,482.97,Philip Carlson,37.0,UK,True
470,4294,12/09/2023,107.25,Jonathan Bruce,24.0,FRANCE,True
471,4653,05/04/2024,378.41,Christy Thomas,77.0,ITALY,False
472,1065,24/06/2022,335.07,Michael Sloan,49.0,SPAIN,False
475,1159,17/12/2022,402.73,Edward Arroyo,,SPAIN,True
476,3758,30/09/2024,204.04,Jennifer Wiggins,84.0,NETHERLANDS,True
478,1209,05/12/2022,108.2,Patrick Brady,38.0,GERMANY,True
479,1410,12/04/2024,157.63,Eric Pierce,,ITALY,True
480,659,04/03/2024,100.45,Thomas Miller,,UK,True
481,1666,27/06/2023,223.91,Steven Taylor,67.0,USA,True
482,2005,18/11/2023,85.53,Paul Cruz Jr.,79.0,USA,False
483,4550,25/04/2024,424.38,Luis Patterson,36.0,FRANCE,False
484,3066,09/07/2022,12.42,Wesley Rich,52.0,UK,True
486,3857,29/06/2024,279.42,Willie Thomas,53.0,ITALY,True
487,3229,29/01/2023,352.4,Matthew Scott,,NETHERLANDS,False
488,3870,17/08/2024,337.53,William Martin,68.0,ITALY,False
491,2608,16/05/2022,383.89,Danielle Deleon,37.0,SPAIN,False
494,3479,26/06/2024,302.5,Renee Allen,62.0,ITALY,True
498,4986,29/10/2024,97.3,Jose Hardy,23.0,SPAIN,True
500,2785,18/09/2024,255.71,Curtis Martin,,USA,False
501,14,29/09/2022,309.18,Donald Reid,37.0,NETHERLANDS,False
502,3262,25/06/2022,458.15,Danny Simmons,40.0,ITALY,False
503,1885,05/12/2023,77.66,Richard Cameron,45.0,SPAIN,True
505,2474,27/06/2024,223.35,Luis Wilson,58.0,SPAIN,False
506,2782,27/03/2022,198.19,Alyssa Thompson,43.0,GERMANY,False
507,1474,11/08/2023,218.6,April Castro,63.0,GERMANY,True
509,3938,30/08/2022,27.07,Joann Evans,70.0,NETHERLANDS,False
510,3455,01/06/2024,97.96,Shelly Rodgers,,FRANCE,False
511,3263,04/11/2023,344.35,Lauren Saunders,53.0,CANADA,False
512,872,01/11/2023,237.81,Gabriel Hill,82.0,USA,True
515,3314,22/12/2022,403.74,Chelsea Kane,51.0,SPAIN,False
516,101,16/08/2023,88.83,Haley Hartman,41.0,GERMANY,True
517,1055,31/05/2022,291.59,Anthony Bauer,77.0,USA,True
520,3291,14/05/2023,217.0,Holly Buckley,59.0,USA,True
521,447,03/06/2024,158.45,Beth Turner,41.0,GERMANY,False
523,950,14/02/2022,305.78,Jason Garcia,29.0,CANADA,True
525,3880,31/01/2022,358.89,Kathleen Ramsey,35.0,FRANCE,True
526,4383,17/11/2024,486.17,Cynthia Jackson,42.0,UK,True
527,915,22/05/2023,394.89,Laura Lee,62.0,FRANCE,True
528,3474,12/11/2022,270.54,Dustin Foley,85.0,ITALY,True
529,3142,28/07/2022,436.45,Mary Mcdaniel,33.0,ITALY,False
530,656,23/11/2024,83.69,Lauren Johnston,24.0,UK,True
532,4835,13/02/2022,136.34,Anthony Giles,81.0,ITALY,False
533,4219,20/07/2022,408.29,Cynthia Hogan,74.0,FRANCE,False
534,3728,21/07/2022,223.1,Angela Olson,46.0,SPAIN,False
536,996,22/01/2023,435.27,Rodney Newton MD,28.0,SPAIN,True
539,2068,29/01/2022,218.59,Cheryl Berry,28.0,ITALY,False
540,2427,03/02/2023,385.75,Stephanie West,63.0,FRANCE,False
541,193,19/04/2024,275.95,Dwayne Campbell,58.0,USA,True
542,1465,27/07/2022,153.69,Jamie Snyder,75.0,SPAIN,True
543,3417,21/06/2024,18.58,Kendra Cross,85.0,ITALY,False
544,2660,19/01/2024,155.86,Amy Ware,25.0,CANADA,False
545,292,05/05/2023,301.93,Kevin Hayes,73.0,CANADA,False
546,2927,09/08/2022,368.63,Christian Cervantes,76.0,GERMANY,False
547,4353,13/10/2024,371.95,Jessica Rojas,63.0,USA,True
548,2037,17/05/2023,95.86,Ashley Ramirez,30.0,USA,True
549,4383,10/07/2023,56.34,Cynthia Jackson,42.0,UK,True
550,1185,20/07/2022,320.13,Clinton Coleman,69.0,FRANCE,True
551,3532,26/01/2023,447.43,Laurie Huerta,84.0,UK,True
552,2830,06/11/2023,486.21,Thomas Skinner,40.0,FRANCE,False
553,5057,19/03/2022,129.61,Crystal Robinson,83.0,SPAIN,True
554,4289,22/06/2024,288.84,John Ryan,79.0,ITALY,False
555,333,14/04/2022,47.5,Michelle Butler,41.0,FRANCE,True
557,4992,17/04/2024,488.65,Eric Gardner,,GERMANY,False
